Year,Month,Day,Hour,Wave_Height,Wave_Dir,Wave_Period
2008,8,27,21,1.74,9.93,264.44
2008,8,28,0,1.64,9.8,263.79
2008,8,28,3,1.58,9.62,263.27
2008,8,28,6,1.53,9.3,266.29
2008,8,28,9,1.48,9.11,265.87
2008,8,28,12,1.43,9.01,265.78
2008,8,28,15,1.39,8.95,266.53
2008,8,28,18,1.35,8.92,268.14
2008,8,28,21,1.31,8.93,269.49
2008,8,29,0,1.26,8.93,269.7
2008,8,29,3,1.2,8.94,268.84
2008,8,29,6,1.13,8.94,267.39
2008,8,29,9,1.07,8.96,265.94
2008,8,29,12,1.03,8.94,264.65
2008,8,29,15,0.99,8.91,263.32
2008,8,29,18,0.96,8.93,261.47
2008,8,29,21,1.16,9.05,259.98
2008,8,30,0,1.44,9.11,259.4
2008,8,30,3,1.62,5.36,223.27
2008,8,30,6,1.61,8.61,262.51
2008,8,30,9,1.64,9.04,260.07
2008,8,30,12,1.87,9.57,259.55
2008,8,30,15,2.15,12.38,266.89
2008,8,30,18,2.23,11.79,266.23
2008,8,30,21,2.17,11.32,263.53
2008,8,31,0,2.13,11.06,263.22
2008,8,31,3,2.1,10.95,262.74
2008,8,31,6,2.02,10.82,262.8
2008,8,31,9,1.92,10.49,262.42
2008,8,31,12,1.83,10.16,261.91
2008,8,31,15,1.77,10.12,262.21
2008,8,31,18,1.72,10.12,262.48
2008,8,31,21,1.68,10.04,263.1
2008,9,1,0,1.64,9.92,263.6
2008,9,1,3,1.61,9.73,263.51
2008,9,1,6,1.58,9.35,262.4
2008,9,1,9,1.62,6.52,195.54
2008,9,1,12,1.69,6.76,184.74
2008,9,1,15,1.72,6.9,175.63
2008,9,1,18,1.77,7.95,186.51
2008,9,1,21,1.89,8.82,196.26
2008,9,2,0,2.03,7.53,168.86
2008,9,2,3,2.1,7.4,152.38
2008,9,2,6,2.11,7.33,91.77
2008,9,2,9,2.03,7.16,59.24
2008,9,2,12,1.93,7.13,49.2
2008,9,2,15,1.84,7.39,25.33
2008,9,2,18,1.76,7.72,22.8
2008,9,2,21,1.87,7.77,22.51
2008,9,3,0,1.82,7.73,22.52
2008,9,3,3,1.81,7.72,23.5
2008,9,3,6,1.95,7.79,24.97
2008,9,3,9,2.11,8.05,22.91
2008,9,3,12,2.28,8.32,25.68
2008,9,3,15,2.49,8.52,25.28
2008,9,3,18,2.61,8.74,20.54
2008,9,3,21,2.61,8.73,20.79
2008,9,4,0,2.53,8.61,23.97
2008,9,4,3,2.44,8.54,23.82
2008,9,4,6,2.33,8.52,23.34
2008,9,4,9,2.24,8.51,23.14
2008,9,4,12,2.18,8.48,23.88
2008,9,4,15,2.13,8.42,25.25
2008,9,4,18,2.1,8.33,26.57
2008,9,4,21,2.06,8.26,27.94
2008,9,5,0,1.98,8.19,30.51
2008,9,5,3,1.92,8.13,35.66
2008,9,5,6,1.89,8.05,43.41
2008,9,5,9,1.86,7.88,35.08
2008,9,5,12,1.8,7.74,36.01
2008,9,5,15,1.74,7.66,32.87
2008,9,5,18,1.69,8.88,18.77
2008,9,5,21,1.67,9.07,14.28
2008,9,6,0,1.65,9.03,13.06
2008,9,6,3,1.63,8.96,12.85
2008,9,6,6,1.64,8.86,12.92
2008,9,6,9,1.68,8.76,13.02
2008,9,6,12,1.66,8.63,10.27
2008,9,6,15,1.61,8.46,10.02
2008,9,6,18,1.54,8.35,9.48
2008,9,6,21,1.47,8.28,8.84
2008,9,7,0,1.43,8.23,8.11
2008,9,7,3,1.41,8.18,7.41
2008,9,7,6,1.41,8.11,6.99
2008,9,7,9,1.4,7.97,6.93
2008,9,7,12,1.35,7.7,4.64
2008,9,7,15,1.3,7.55,4.78
2008,9,7,18,1.29,7.47,5.15
2008,9,7,21,1.3,4.63,33.72
2008,9,8,0,1.31,4.69,35.91
2008,9,8,3,1.27,4.81,37.05
2008,9,8,6,1.24,6.78,69.15
2008,9,8,9,1.17,6.7,163.14
2008,9,8,12,1.08,6.58,171.95
2008,9,8,15,0.99,6.26,47.65
2008,9,8,18,0.91,6.11,103.07
2008,9,8,21,0.84,6.01,139.7
2008,9,9,0,0.8,5.94,143.86
2008,9,9,3,0.77,5.86,26.81
2008,9,9,6,0.8,10.91,272.66
2008,9,9,9,0.83,10.55,272.86
2008,9,9,12,0.86,10,268.62
2008,9,9,15,0.97,9.86,266.29
2008,9,9,18,1.03,12.94,279.01
2008,9,9,21,1.06,12.32,278.52
2008,9,10,0,1.09,12.06,277.97
2008,9,10,3,1.14,11.86,277.36
2008,9,10,6,1.31,11.66,276.76
2008,9,10,9,1.57,11.39,274.08
2008,9,10,12,1.77,7.92,187.12
2008,9,10,15,2.11,8.79,189.03
2008,9,10,18,2.52,8.58,177.43
2008,9,10,21,2.79,8.18,177.25
2008,9,11,0,2.84,7.76,173.41
2008,9,11,3,2.75,7.48,173.61
2008,9,11,6,2.62,7.36,175.03
2008,9,11,9,2.62,7.36,176.49
2008,9,11,12,2.83,7.52,177.3
2008,9,11,15,3.18,8.04,182.88
2008,9,11,18,3.34,8.35,182.52
2008,9,11,21,3.39,8.6,182.51
2008,9,12,0,3.55,9.04,189.38
2008,9,12,3,3.8,9.12,188.34
2008,9,12,6,3.91,9.15,186.58
2008,9,12,9,3.77,9.15,185.04
2008,9,12,12,3.53,9.08,183.79
2008,9,12,15,3.33,8.99,183.06
2008,9,12,18,3.19,8.91,182.22
2008,9,12,21,3.08,8.76,181.07
2008,9,13,0,2.92,8.6,179.95
2008,9,13,3,2.79,8.61,178.82
2008,9,13,6,2.68,9.61,189.27
2008,9,13,9,2.54,9.74,194.01
2008,9,13,12,2.4,9.86,200.59
2008,9,13,15,2.26,9.91,202.83
2008,9,13,18,2.17,9.92,199.66
2008,9,13,21,2.13,9.91,194.73
2008,9,14,0,2.09,9.85,190.72
2008,9,14,3,2.04,9.73,187.93
2008,9,14,6,1.98,9.59,186.34
2008,9,14,9,1.92,9.05,181.41
2008,9,14,12,1.95,8.13,178.17
2008,9,14,15,2.02,6.62,181.13
2008,9,14,18,2.1,6.65,181.88
2008,9,14,21,2.25,15.76,262.88
2008,9,15,0,2.49,14.86,262.52
2008,9,15,3,2.68,14,263.47
2008,9,15,6,2.76,13.2,263.46
2008,9,15,9,2.73,12.81,263.91
2008,9,15,12,2.69,12.34,263.23
2008,9,15,15,2.57,12.09,263.65
2008,9,15,18,2.38,11.93,264.42
2008,9,15,21,2.2,11.7,265.09
2008,9,16,0,2.09,11.22,262.49
2008,9,16,3,2.06,11.08,262.6
2008,9,16,6,2.07,11.02,263.3
2008,9,16,9,2.07,10.99,264.77
2008,9,16,12,2.05,10.95,266.91
2008,9,16,15,1.96,10.82,269.46
2008,9,16,18,1.84,10.57,271.63
2008,9,16,21,1.72,10.24,267.01
2008,9,17,0,1.61,10.03,268.44
2008,9,17,3,1.49,9.9,270.13
2008,9,17,6,1.38,9.71,271.74
2008,9,17,9,1.29,9.27,267.14
2008,9,17,12,1.23,9.09,267.38
2008,9,17,15,1.24,9.03,268.15
2008,9,17,18,1.34,8.97,269.25
2008,9,17,21,1.61,5.05,189.27
2008,9,18,0,1.98,5.51,191.36
2008,9,18,3,2.46,5.91,190.3
2008,9,18,6,2.79,6.38,190.72
2008,9,18,9,3.05,6.83,201.43
2008,9,18,12,3.29,6.92,203.79
2008,9,18,15,3.39,6.96,204.02
2008,9,18,18,3.44,11.99,280.46
2008,9,18,21,3.35,11.7,278.25
2008,9,19,0,3.23,11.59,276.85
2008,9,19,3,3.16,11.54,272.36
2008,9,19,6,3.07,11.7,278.75
2008,9,19,9,2.93,12,279.6
2008,9,19,12,2.79,12.13,280.18
2008,9,19,15,2.67,12.08,280.29
2008,9,19,18,2.59,12,279.99
2008,9,19,21,2.51,11.99,279.41
2008,9,20,0,2.4,12,279.28
2008,9,20,3,2.3,11.93,279.42
2008,9,20,6,2.23,11.78,279.58
2008,9,20,9,2.19,11.46,279.24
2008,9,20,12,2.27,11.12,278.29
2008,9,20,15,2.58,11.03,277.34
2008,9,20,18,2.8,5.98,192.42
2008,9,20,21,2.83,6.25,194.27
2008,9,21,0,2.78,6.25,196.95
2008,9,21,3,2.7,6.2,195.54
2008,9,21,6,2.69,6.14,193.08
2008,9,21,9,2.71,6.16,192.87
2008,9,21,12,2.72,6.21,195.09
2008,9,21,15,2.66,9.95,270.51
2008,9,21,18,2.62,10.39,268.34
2008,9,21,21,2.6,10.4,267.07
2008,9,22,0,2.47,10.16,263.97
2008,9,22,3,2.32,10.01,262.34
2008,9,22,6,2.22,9.96,262.35
2008,9,22,9,2.21,10.32,265.83
2008,9,22,12,2.32,11.12,281.37
2008,9,22,15,2.41,11.16,280.09
2008,9,22,18,2.47,11.67,275.17
2008,9,22,21,2.55,12.36,273.54
2008,9,23,0,2.64,12.76,275.15
2008,9,23,3,2.63,12.57,275.49
2008,9,23,6,2.53,12.17,275.97
2008,9,23,9,2.4,11.94,276.14
2008,9,23,12,2.27,11.78,276.56
2008,9,23,15,2.14,11.58,276.95
2008,9,23,18,2.04,11.11,274.72
2008,9,23,21,1.95,10.94,275.08
2008,9,24,0,1.87,10.89,276
2008,9,24,3,1.8,10.85,276.94
2008,9,24,6,1.74,10.78,277.6
2008,9,24,9,1.67,10.69,277.91
2008,9,24,12,1.61,10.61,278.02
2008,9,24,15,1.54,10.52,277.99
2008,9,24,18,1.48,10.34,281.5
2008,9,24,21,1.42,10.17,281.71
2008,9,25,0,1.37,10.05,281.38
2008,9,25,3,1.31,9.95,280.7
2008,9,25,6,1.26,9.86,279.92
2008,9,25,9,1.28,9.8,279.14
2008,9,25,12,1.38,9.81,278.04
2008,9,25,15,1.58,13.21,276.23
2008,9,25,18,1.84,12.81,275.64
2008,9,25,21,2.03,12.06,272.87
2008,9,26,0,2.18,11.8,271.22
2008,9,26,3,2.28,11.33,270.52
2008,9,26,6,2.24,11.08,268.96
2008,9,26,9,2.12,11.11,266.62
2008,9,26,12,2.02,11.05,265.58
2008,9,26,15,2.02,10.88,266.58
2008,9,26,18,2.13,10.78,267.77
2008,9,26,21,2.39,10.64,267.85
2008,9,27,0,2.91,6.61,247.18
2008,9,27,3,3.43,8.06,260.4
2008,9,27,6,3.79,8.86,265.41
2008,9,27,9,4.11,9.68,272.05
2008,9,27,12,4.97,12.31,290.74
2008,9,27,15,5.4,12.57,287.11
2008,9,27,18,5.11,11.87,283.08
2008,9,27,21,4.68,11.53,278.67
2008,9,28,0,4.32,10.74,274.98
2008,9,28,3,4.14,10.21,283.09
2008,9,28,6,4.57,10.61,288.82
2008,9,28,9,4.9,11.49,304.7
2008,9,28,12,4.78,11.72,325.81
2008,9,28,15,4.48,11.3,319.62
2008,9,28,18,4.13,10.9,324.86
2008,9,28,21,3.79,10.68,328.95
2008,9,29,0,3.44,10.07,320.93
2008,9,29,3,3.15,9.77,325.33
2008,9,29,6,2.89,9.58,328.43
2008,9,29,9,2.61,9.17,323.59
2008,9,29,12,2.44,9.03,330.01
2008,9,29,15,2.35,8.93,335.58
2008,9,29,18,2.23,8.76,339.52
2008,9,29,21,2.09,8.46,333.14
2008,9,30,0,1.98,8.32,333.01
2008,9,30,3,1.91,8.23,329.05
2008,9,30,6,1.89,8.2,323.07
2008,9,30,9,1.97,8.29,314.44
2008,9,30,12,2.15,9.9,319.91
2008,9,30,15,2.34,9.97,312.88
2008,9,30,18,2.39,10.1,305.18
2008,9,30,21,2.32,10.72,278.81
2008,10,1,0,2.2,10.79,277
2008,10,1,3,2.07,10.64,277.08
2008,10,1,6,1.95,10.3,288.28
2008,10,1,9,1.84,9.89,285.47
2008,10,1,12,1.73,9.66,284.2
2008,10,1,15,1.62,8.98,346.13
2008,10,1,18,1.59,8.05,4.32
2008,10,1,21,1.61,8,3.58
2008,10,2,0,1.68,10.83,326.08
2008,10,2,3,1.82,11.66,308.93
2008,10,2,6,2.16,11.6,304.79
2008,10,2,9,2.74,11.2,331.04
2008,10,2,12,3.21,11.21,332.8
2008,10,2,15,3.46,10.93,334.55
2008,10,2,18,3.77,10.73,335.83
2008,10,2,21,4.27,9.86,346.53
2008,10,3,0,4.58,9.94,344.78
2008,10,3,3,4.49,9.87,343.11
2008,10,3,6,4.37,9.48,349.9
2008,10,3,9,4.38,9.76,333.46
2008,10,3,12,4.94,10.16,326.66
2008,10,3,15,6.15,10.32,325.03
2008,10,3,18,6,10.25,329.13
2008,10,3,21,5.13,10.09,333.71
2008,10,4,0,4.39,10.03,339.08
2008,10,4,3,3.85,9.98,346.33
2008,10,4,6,3.27,9.93,353.96
2008,10,4,9,2.87,9.87,0.08
2008,10,4,12,2.78,9.72,4.4
2008,10,4,15,2.81,9.36,2.29
2008,10,4,18,3.07,6.22,159.42
2008,10,4,21,3.5,6.84,148.06
2008,10,5,0,3.38,7.19,164.64
2008,10,5,3,2.98,7.64,189.42
2008,10,5,6,2.41,8.86,343.1
2008,10,5,9,2.14,8.88,358.61
2008,10,5,12,2.69,8.48,356.4
2008,10,5,15,3.38,8.62,350.86
2008,10,5,18,4.86,10.93,326.99
2008,10,5,21,5.82,11.08,328.26
2008,10,6,0,5.51,10.98,332.86
2008,10,6,3,4.96,10.85,336.85
2008,10,6,6,4.45,10.67,339.53
2008,10,6,9,4.03,10.18,343.21
2008,10,6,12,3.69,9.93,345.46
2008,10,6,15,3.4,9.78,347.35
2008,10,6,18,3.1,9.55,349.43
2008,10,6,21,2.77,9.24,353.77
2008,10,7,0,2.48,9.14,355.58
2008,10,7,3,2.36,9.1,357.17
2008,10,7,6,2.46,9.06,358.07
2008,10,7,9,2.63,9.09,357.79
2008,10,7,12,2.83,6.35,174.89
2008,10,7,15,3.04,6.85,179.45
2008,10,7,18,3.15,7.2,185.18
2008,10,7,21,3.2,7.53,182.18
2008,10,8,0,3.49,7.66,177.26
2008,10,8,3,4.04,8.32,181.01
2008,10,8,6,4.3,8.67,180.39
2008,10,8,9,4.08,8.81,187.59
2008,10,8,12,3.69,8.67,189.15
2008,10,8,15,3.13,8.55,184.79
2008,10,8,18,2.86,8.47,186.26
2008,10,8,21,2.85,8.42,187.68
2008,10,9,0,2.86,11.65,280.56
2008,10,9,3,2.75,11.27,282.48
2008,10,9,6,2.55,10.94,270.46
2008,10,9,9,2.32,10.82,264.82
2008,10,9,12,2.2,10.73,262.09
2008,10,9,15,2.21,10.55,260.07
2008,10,9,18,2.38,5.96,209.55
2008,10,9,21,2.69,6.21,200.38
2008,10,10,0,3.04,6.62,207.07
2008,10,10,3,3.15,7.59,227.95
2008,10,10,6,3.1,8.21,238.84
2008,10,10,9,2.97,8.6,235.24
2008,10,10,12,3.05,10.07,256.89
2008,10,10,15,3.87,17.79,269.76
2008,10,10,18,4.82,16.39,268.23
2008,10,10,21,4.91,15.92,266.83
2008,10,11,0,4.89,15.76,267.6
2008,10,11,3,5,15.02,266.53
2008,10,11,6,5.11,14.52,267.07
2008,10,11,9,5.22,14.32,267.05
2008,10,11,12,5.52,14.24,266.97
2008,10,11,15,5.64,13.99,267.69
2008,10,11,18,5.67,13.54,265.59
2008,10,11,21,5.74,13.31,266.72
2008,10,12,0,5.64,13.15,267.68
2008,10,12,3,5.32,13.01,266.42
2008,10,12,6,4.94,12.87,263.78
2008,10,12,9,4.6,12.4,262.61
2008,10,12,12,4.3,12.12,260.78
2008,10,12,15,4.01,12.06,259.48
2008,10,12,18,3.68,12.02,258.66
2008,10,12,21,3.41,11.93,258.1
2008,10,13,0,3.44,11.78,257.86
2008,10,13,3,3.78,7.35,226.57
2008,10,13,6,4.04,8.3,241.75
2008,10,13,9,4.2,8.98,254.49
2008,10,13,12,4.25,9.35,256.9
2008,10,13,15,4.14,10,262.53
2008,10,13,18,4,10.99,272.82
2008,10,13,21,3.9,11.23,276.62
2008,10,14,0,3.86,11.11,276.94
2008,10,14,3,3.93,10.79,275.58
2008,10,14,6,3.9,10.54,274.27
2008,10,14,9,3.66,9.68,283.53
2008,10,14,12,3.34,9.58,279.07
2008,10,14,15,3.05,10.61,262.63
2008,10,14,18,2.85,10.75,261.97
2008,10,14,21,2.73,10.79,262.45
2008,10,15,0,2.68,10.84,263.3
2008,10,15,3,2.61,10.98,264.12
2008,10,15,6,2.49,11.08,265.29
2008,10,15,9,2.36,11.03,266.62
2008,10,15,12,2.34,10.95,267.99
2008,10,15,15,2.5,10.89,269.55
2008,10,15,18,2.67,6.68,241.26
2008,10,15,21,2.66,7.07,241.79
2008,10,16,0,2.67,8.25,265
2008,10,16,3,2.82,9.06,269.74
2008,10,16,6,3.14,9.69,264.43
2008,10,16,9,3.27,13.39,259.45
2008,10,16,12,2.99,11.66,262.11
2008,10,16,15,2.63,11.52,261.84
2008,10,16,18,2.38,11.28,262.39
2008,10,16,21,2.26,11.21,262.16
2008,10,17,0,2.31,10.91,261.71
2008,10,17,3,2.58,9.84,277.26
2008,10,17,6,2.81,9.81,288.49
2008,10,17,9,2.64,9.7,294.23
2008,10,17,12,2.38,9.63,297.39
2008,10,17,15,2.06,9.27,301.78
2008,10,17,18,1.94,8.98,299.89
2008,10,17,21,2,8.91,298.14
2008,10,18,0,2.07,5.69,246.88
2008,10,18,3,2.33,6.18,244.08
2008,10,18,6,2.71,6.95,245.89
2008,10,18,9,2.87,8.01,269.64
2008,10,18,12,2.86,8.35,266.28
2008,10,18,15,2.97,8.84,273.02
2008,10,18,18,3.28,12.07,279.59
2008,10,18,21,3.52,12.33,278.62
2008,10,19,0,3.65,12.98,278.53
2008,10,19,3,3.73,13.19,276.45
2008,10,19,6,3.76,13.24,274.24
2008,10,19,9,3.65,13.07,274.42
2008,10,19,12,3.42,12.85,276.6
2008,10,19,15,3.11,12.55,278.52
2008,10,19,18,3.19,12.2,280.24
2008,10,19,21,3.83,6.88,200.92
2008,10,20,0,4.33,7.79,205.3
2008,10,20,3,4.35,8.47,211.19
2008,10,20,6,4.24,8.66,205.6
2008,10,20,9,4.54,9.07,209.55
2008,10,20,12,4.88,9.33,207.45
2008,10,20,15,5.47,9.59,213.34
2008,10,20,18,6.35,10.18,215.43
2008,10,20,21,7.6,12.14,248.29
2008,10,21,0,7.48,12.09,252.32
2008,10,21,3,6.46,11.7,252.84
2008,10,21,6,5.37,10.79,246.78
2008,10,21,9,4.54,10,239.99
2008,10,21,12,4.14,9.34,234.31
2008,10,21,15,4.03,9.22,241.54
2008,10,21,18,3.96,11.74,285.79
2008,10,21,21,4.08,12.08,287.52
2008,10,22,0,4.86,12.96,297.08
2008,10,22,3,5.7,12.88,302.68
2008,10,22,6,6.18,12.76,307.86
2008,10,22,9,6.17,12.63,309.59
2008,10,22,12,5.87,12.33,314.42
2008,10,22,15,5.47,12.12,318.32
2008,10,22,18,4.98,11.94,320.93
2008,10,22,21,4.42,11.61,322.66
2008,10,23,0,4.08,11.18,318.15
2008,10,23,3,3.96,11.05,317.26
2008,10,23,6,4.05,7.51,216.85
2008,10,23,9,4.69,8.02,206.33
2008,10,23,12,5.16,8.57,204.72
2008,10,23,15,5.33,9.16,207.79
2008,10,23,18,5.28,9.24,203.09
2008,10,23,21,5.65,9.54,203.87
2008,10,24,0,6.13,10.06,206.95
2008,10,24,3,6.3,10.18,214.95
2008,10,24,6,6.69,10.34,222.36
2008,10,24,9,6.82,10.75,242.54
2008,10,24,12,6.53,10.92,246.69
2008,10,24,15,6.4,11.07,248.66
2008,10,24,18,6.56,12.02,259.16
2008,10,24,21,6.85,12.99,266.42
2008,10,25,0,7.27,13.14,265.08
2008,10,25,3,7.23,13.18,265.35
2008,10,25,6,6.94,13.21,265.27
2008,10,25,9,6.51,13.21,264.67
2008,10,25,12,6.32,13.33,263.28
2008,10,25,15,6.89,9.39,205.17
2008,10,25,18,7.44,10.37,206
2008,10,25,21,7.63,11.23,224.77
2008,10,26,0,7.68,11.39,241.88
2008,10,26,3,7.07,11.62,253.68
2008,10,26,6,6.18,11.54,254.64
2008,10,26,9,5.47,10.99,256.37
2008,10,26,12,5.04,10.28,252.77
2008,10,26,15,4.74,9.96,255.66
2008,10,26,18,4.46,9.86,256.18
2008,10,26,21,4.17,11.63,260.44
2008,10,27,0,3.89,11.6,259.73
2008,10,27,3,3.69,11.59,258.81
2008,10,27,6,3.62,11.85,258.42
2008,10,27,9,3.55,14.09,267.5
2008,10,27,12,3.28,13.04,273.13
2008,10,27,15,5.52,12.44,312.85
2008,10,27,18,7.41,12.89,322.76
2008,10,27,21,7.67,13.21,330.26
2008,10,28,0,7.41,13.22,334.51
2008,10,28,3,6.98,13.15,337.37
2008,10,28,6,6.4,13.03,339.74
2008,10,28,9,5.71,12.82,341.9
2008,10,28,12,5.25,12.67,342.26
2008,10,28,15,5.82,15.63,329.79
2008,10,28,18,6.34,13.92,339.65
2008,10,28,21,6.13,13.56,341.55
2008,10,29,0,5.58,13.14,344.38
2008,10,29,3,5.05,12.51,343.65
2008,10,29,6,4.68,12.17,347.38
2008,10,29,9,4.53,12.03,353.6
2008,10,29,12,4.44,11.83,0.61
2008,10,29,15,4.26,11.43,358.16
2008,10,29,18,3.94,11.07,4.08
2008,10,29,21,3.59,10.83,8.44
2008,10,30,0,3.25,10.41,3.2
2008,10,30,3,2.98,10.03,7.76
2008,10,30,6,2.85,9.88,11.54
2008,10,30,9,2.9,9.7,14.55
2008,10,30,12,2.97,9.25,10.52
2008,10,30,15,3.09,8.87,13.58
2008,10,30,18,3.27,7.81,17.59
2008,10,30,21,3.54,7.88,18.44
2008,10,31,0,3.68,8.18,17.13
2008,10,31,3,3.81,8.3,16.64
2008,10,31,6,3.79,8.37,14.86
2008,10,31,9,3.56,8.36,14.17
2008,10,31,12,3.22,8.38,14.78
2008,10,31,15,2.97,8.59,16.53
2008,10,31,18,2.84,9.31,21.93
2008,10,31,21,2.71,9.41,22.09
2008,11,1,0,2.5,9.17,21.5
2008,11,1,3,2.19,8.96,19.99
2008,11,1,6,1.83,8.77,16.87
2008,11,1,9,1.61,8.32,19.56
2008,11,1,12,1.55,8.13,17.27
2008,11,1,15,1.75,5.09,252.02
2008,11,1,18,2.28,5.95,260.2
2008,11,1,21,3.03,7.15,260.53
2008,11,2,0,3.37,9,293.25
2008,11,2,3,3.23,9.01,292.15
2008,11,2,6,3.12,8.98,292.33
2008,11,2,9,2.99,8.95,292.08
2008,11,2,12,2.81,9.02,289.54
2008,11,2,15,2.75,9.6,290.02
2008,11,2,18,2.84,10.73,307.54
2008,11,2,21,2.86,10.21,302.83
2008,11,3,0,2.78,9.87,303.95
2008,11,3,3,2.76,9.38,300.95
2008,11,3,6,2.82,8.91,296.4
2008,11,3,9,2.9,7.71,261.38
2008,11,3,12,3,7.79,258.52
2008,11,3,15,3.02,7.83,258.01
2008,11,3,18,2.96,8.71,299.12
2008,11,3,21,2.75,8.87,309.47
2008,11,4,0,2.58,9.06,316.73
2008,11,4,3,2.47,9.33,319.08
2008,11,4,6,2.38,9.6,333.37
2008,11,4,9,2.28,9.69,326.9
2008,11,4,12,2.18,9.55,319.42
2008,11,4,15,2.06,9.23,303.39
2008,11,4,18,1.93,9.15,299.02
2008,11,4,21,1.8,9.29,293.27
2008,11,5,0,1.72,10.01,291.28
2008,11,5,3,1.68,10.07,287.12
2008,11,5,6,1.65,10.06,285.08
2008,11,5,9,1.61,10.11,285.3
2008,11,5,12,1.56,10.09,286.8
2008,11,5,15,1.47,10.01,285.86
2008,11,5,18,1.36,9.96,282.71
2008,11,5,21,1.26,9.93,278.91
2008,11,6,0,1.18,9.97,276.75
2008,11,6,3,1.15,9.99,276.68
2008,11,6,6,1.28,16.04,275.24
2008,11,6,9,1.86,15.21,274.33
2008,11,6,12,2.2,14.38,270.79
2008,11,6,15,2.28,13.7,268.28
2008,11,6,18,2.23,13.31,265.6
2008,11,6,21,2.15,13.2,263.76
2008,11,7,0,2.05,13.04,262.16
2008,11,7,3,2.06,12.73,260.95
2008,11,7,6,2.29,12.43,260.04
2008,11,7,9,2.66,12.11,258.68
2008,11,7,12,2.87,9.82,193.59
2008,11,7,15,2.84,9.88,193.6
2008,11,7,18,2.67,8.49,175.64
2008,11,7,21,2.56,8.32,176.09
2008,11,8,0,2.66,8.03,176.95
2008,11,8,3,3.06,8.09,175.84
2008,11,8,6,3.46,8.24,174.96
2008,11,8,9,3.69,8.26,174.48
2008,11,8,12,4,8.28,175.66
2008,11,8,15,4.35,8.4,179.1
2008,11,8,18,4.42,8.58,180.21
2008,11,8,21,4.42,8.67,189.02
2008,11,9,0,4.54,8.77,187.83
2008,11,9,3,4.43,8.83,185.64
2008,11,9,6,4.28,8.91,182.9
2008,11,9,9,4.36,9.02,179.24
2008,11,9,12,4.69,9.19,178.94
2008,11,9,15,4.19,9.37,181.46
2008,11,9,18,3.61,9.3,181.49
2008,11,9,21,3.21,9.2,180.59
2008,11,10,0,3.27,9.09,182.6
2008,11,10,3,3.8,13.56,247.93
2008,11,10,6,4.01,13.38,250.22
2008,11,10,9,3.95,13.23,253.02
2008,11,10,12,3.73,13.05,255.09
2008,11,10,15,3.4,12.73,256.98
2008,11,10,18,3.13,11.98,253.25
2008,11,10,21,2.99,11.77,252.68
2008,11,11,0,3.08,9.21,188.63
2008,11,11,3,3.28,9.28,189.53
2008,11,11,6,3.43,9.42,191.13
2008,11,11,9,3.42,9.46,191.95
2008,11,11,12,3.25,9.38,192.32
2008,11,11,15,2.99,9.23,192.66
2008,11,11,18,2.76,9.06,193.64
2008,11,11,21,2.6,8.81,197.55
2008,11,12,0,2.52,8.53,196.05
2008,11,12,3,2.56,11.66,325.95
2008,11,12,6,2.73,11.55,329.39
2008,11,12,9,3.14,10.43,335.8
2008,11,12,12,3.5,10.78,339.99
2008,11,12,15,3.77,10.84,345.1
2008,11,12,18,3.83,10.77,349.02
2008,11,12,21,3.66,10.61,352.43
2008,11,13,0,3.41,10.3,354.29
2008,11,13,3,3.12,10.13,356.17
2008,11,13,6,2.79,10.08,357.97
2008,11,13,9,2.55,10.08,359.44
2008,11,13,12,2.46,10.13,0.26
2008,11,13,15,2.68,10.18,359.92
2008,11,13,18,2.8,5.78,204.52
2008,11,13,21,2.61,10.07,355.25
2008,11,14,0,2.34,9.96,354.57
2008,11,14,3,2.12,9.72,355.44
2008,11,14,6,1.93,9.39,344.98
2008,11,14,9,1.72,9.25,345.1
2008,11,14,12,1.55,9.14,344.92
2008,11,14,15,1.41,11.71,7.22
2008,11,14,18,1.37,11.75,6.9
2008,11,14,21,1.54,11.79,359.98
2008,11,15,0,1.84,11.37,335.25
2008,11,15,3,2.77,6.93,240.06
2008,11,15,6,3.56,7.7,246.08
2008,11,15,9,4.16,8.65,250.12
2008,11,15,12,4.87,9.32,257.07
2008,11,15,15,5.24,9.79,263.74
2008,11,15,18,5.33,9.84,266.75
2008,11,15,21,5.67,9.7,269.83
2008,11,16,0,5.65,9.64,272.92
2008,11,16,3,4.92,9.73,282.21
2008,11,16,6,4.46,9.68,320.72
2008,11,16,9,4.61,9.57,340.94
2008,11,16,12,4.59,9.49,351.15
2008,11,16,15,4.51,9.65,341.17
2008,11,16,18,4.34,9.86,337.63
2008,11,16,21,4.04,9.82,334.86
2008,11,17,0,3.64,9.57,331.16
2008,11,17,3,3.17,9.6,322.75
2008,11,17,6,2.82,9.78,308.36
2008,11,17,9,2.68,9.89,283.92
2008,11,17,12,2.7,7.54,272.77
2008,11,17,15,2.77,8.29,276.28
2008,11,17,18,2.93,8.59,273.23
2008,11,17,21,3.07,7.43,254.01
2008,11,18,0,2.98,8.03,272.14
2008,11,18,3,3.25,8.37,283.24
2008,11,18,6,3.93,8.62,296.34
2008,11,18,9,4.68,9.17,305.87
2008,11,18,12,5.32,9.98,310.95
2008,11,18,15,5.75,10.73,316.32
2008,11,18,18,5.74,11.06,319.79
2008,11,18,21,5.35,11.06,322.06
2008,11,19,0,4.9,11.13,324.42
