Year,Month,Day,Hour,Wave_Height,Wave_Dir,Wave_Period
2006,10,7,6,1.42,6.57,175.15
2006,10,7,9,1.45,6.85,179.82
2006,10,7,12,1.46,7.12,181.57
2006,10,7,15,1.4,7.58,183.6
2006,10,7,18,1.63,9.03,192.11
2006,10,7,21,1.96,5.17,262.83
2006,10,8,0,2.18,5.57,261
2006,10,8,3,2.43,5.99,258.93
2006,10,8,6,2.55,9.74,306.85
2006,10,8,9,2.65,9.87,323.07
2006,10,8,12,2.95,9.83,336.91
2006,10,8,15,3.25,9.75,348.72
2006,10,8,18,3.36,9.86,355.24
2006,10,8,21,3.3,9.93,357.86
2006,10,9,0,3.38,9.94,357.98
2006,10,9,3,3.53,10,354.78
2006,10,9,6,3.57,13.02,262.18
2006,10,9,9,3.49,12.89,261.96
2006,10,9,12,3.48,12.26,266.51
2006,10,9,15,3.57,11.89,265.41
2006,10,9,18,3.37,11.72,267.48
2006,10,9,21,3.12,11.26,273.19
2006,10,10,0,2.97,10.96,273.03
2006,10,10,3,2.84,10.81,276.63
2006,10,10,6,2.67,10.65,281.22
2006,10,10,9,2.47,10.32,268.73
2006,10,10,12,2.31,10.13,270.36
2006,10,10,15,2.22,10.22,269.5
2006,10,10,18,2.18,10.64,264.99
2006,10,10,21,2.07,10.68,263.29
2006,10,11,0,1.91,10.5,262.68
2006,10,11,3,1.75,10.17,262.81
2006,10,11,6,1.62,10,262.98
2006,10,11,9,1.55,9.88,263.41
2006,10,11,12,1.53,9.74,263.01
2006,10,11,15,1.62,9.59,261.26
2006,10,11,18,1.74,7.38,205.17
2006,10,11,21,1.81,8.01,205.23
2006,10,12,0,1.89,8.37,195.83
2006,10,12,3,2.01,8.88,201.07
2006,10,12,6,2.13,8.98,193.67
2006,10,12,9,2.25,9.3,187.98
2006,10,12,12,2.51,9.67,192.03
2006,10,12,15,3.27,9.01,182.07
2006,10,12,18,3.87,9.2,181.95
2006,10,12,21,3.71,9.19,180.18
2006,10,13,0,3.31,8.99,177.78
2006,10,13,3,2.9,8.6,173.51
2006,10,13,6,2.53,8.24,172
2006,10,13,9,2.33,7.93,173.97
2006,10,13,12,2.32,7.44,178.59
2006,10,13,15,2.33,6.85,179.29
2006,10,13,18,2.35,6.3,181.25
2006,10,13,21,2.33,6.16,181.54
2006,10,14,0,2.3,6.06,181.99
2006,10,14,3,2.31,10.47,252.83
2006,10,14,6,2.41,11.68,252.56
2006,10,14,9,2.52,11.76,253.72
2006,10,14,12,2.54,11.73,254.89
2006,10,14,15,2.52,11.58,255.59
2006,10,14,18,2.43,11.25,253.94
2006,10,14,21,2.26,11.11,254.02
2006,10,15,0,2.1,11.12,253.77
2006,10,15,3,2.01,11.67,254.72
2006,10,15,6,1.98,11.83,253.6
2006,10,15,9,1.92,11.35,252.92
2006,10,15,12,1.82,10.94,252.91
2006,10,15,15,1.71,10.66,252.59
2006,10,15,18,1.6,10.2,252.81
2006,10,15,21,1.51,9.99,253.21
2006,10,16,0,1.43,9.84,253.09
2006,10,16,3,1.36,9.61,252.46
2006,10,16,6,1.29,9.2,253.95
2006,10,16,9,1.26,9.08,253.93
2006,10,16,12,1.23,9.01,253.62
2006,10,16,15,1.23,8.97,253.33
2006,10,16,18,1.25,11.01,309.39
2006,10,16,21,1.26,10.76,316.58
2006,10,17,0,1.28,10.56,323.35
2006,10,17,3,1.33,10.68,325.94
2006,10,17,6,1.35,10.5,327.38
2006,10,17,9,1.38,9.98,329.23
2006,10,17,12,1.71,10.34,335.62
2006,10,17,15,2.37,10.38,340.68
2006,10,17,18,2.89,10.28,342.96
2006,10,17,21,3.1,10.34,345.13
2006,10,18,0,3.1,10.49,347.17
2006,10,18,3,3.04,10.65,352.68
2006,10,18,6,2.97,10.68,354.37
2006,10,18,9,2.87,10.63,355.44
2006,10,18,12,2.77,10.57,356
2006,10,18,15,2.71,10.43,354.93
2006,10,18,18,2.75,10.27,356.44
2006,10,18,21,2.83,10.25,358.25
2006,10,19,0,2.88,10.32,359.82
2006,10,19,3,2.92,10.41,0.87
2006,10,19,6,2.96,10.37,1.35
2006,10,19,9,3,10.23,1.42
2006,10,19,12,3.02,10.14,1.7
2006,10,19,15,3,10.1,2.6
2006,10,19,18,2.97,10.11,4.85
2006,10,19,21,2.93,10.2,7.72
2006,10,20,0,2.81,10.25,9.72
2006,10,20,3,2.62,10.19,11.23
2006,10,20,6,2.52,10.05,12.65
2006,10,20,9,2.72,9.79,13.47
2006,10,20,12,3.12,9.16,18.95
2006,10,20,15,3.44,8.85,19.02
2006,10,20,18,3.53,8.76,18.71
2006,10,20,21,3.54,8.64,27.13
2006,10,21,0,3.56,8.57,26.7
2006,10,21,3,3.56,8.52,25.81
2006,10,21,6,3.55,8.49,25.19
2006,10,21,9,3.5,8.5,24.66
2006,10,21,12,3.42,8.54,24.1
2006,10,21,15,3.32,8.53,23.53
2006,10,21,18,3.21,8.44,23.08
2006,10,21,21,3.19,8.37,23.69
2006,10,22,0,3.23,8.38,24.26
2006,10,22,3,3.28,8.38,25.92
2006,10,22,6,3.66,8.4,28.16
2006,10,22,9,4.11,8.81,24.95
2006,10,22,12,4.46,9.05,25.84
2006,10,22,15,4.55,9.15,25.59
2006,10,22,18,4.49,9.22,23.53
2006,10,22,21,4.39,9.33,20.08
2006,10,23,0,4.21,10.52,3.89
2006,10,23,3,4.09,10.86,3.29
2006,10,23,6,3.97,10.88,3.36
2006,10,23,9,3.83,10.78,3.99
2006,10,23,12,3.64,10.62,4.62
2006,10,23,15,3.43,10.32,3.1
2006,10,23,18,3.29,10.03,2.34
2006,10,23,21,3.26,9.94,0.93
2006,10,24,0,3.21,9.97,358.82
2006,10,24,3,3.17,10.02,356.87
2006,10,24,6,3.14,9.99,355.76
2006,10,24,9,3.05,9.89,355.93
2006,10,24,12,2.87,9.69,357.87
2006,10,24,15,2.69,9.24,357.86
2006,10,24,18,2.57,9.01,359.66
2006,10,24,21,2.58,8.82,2.67
2006,10,25,0,2.59,8.29,358.27
2006,10,25,3,2.37,8.14,0.91
2006,10,25,6,2.1,8.1,2.38
2006,10,25,9,1.89,8.06,0.71
2006,10,25,12,1.78,7.95,356.3
2006,10,25,15,1.74,7.77,342.5
2006,10,25,18,1.79,7.77,336.21
2006,10,25,21,1.88,7.8,330.01
2006,10,26,0,1.9,10.57,1.49
2006,10,26,3,1.83,10.57,2.41
2006,10,26,6,2.03,10.51,1.51
2006,10,26,9,2.84,5.44,59.34
2006,10,26,12,3.43,6.63,45.73
2006,10,26,15,3.91,7.38,36.35
2006,10,26,18,4.35,7.99,26.61
2006,10,26,21,4.85,8.42,23.53
2006,10,27,0,5.07,9.01,16.71
2006,10,27,3,5.3,9.42,13.88
2006,10,27,6,5.47,9.84,7.97
2006,10,27,9,5.16,9.94,5.76
2006,10,27,12,4.6,9.92,6.05
2006,10,27,15,4.08,9.78,7.41
2006,10,27,18,3.68,9.49,4.25
2006,10,27,21,3.37,9.35,3.93
2006,10,28,0,3.1,9.29,3.92
2006,10,28,3,2.86,9.24,4.28
2006,10,28,6,2.64,9.19,4.65
2006,10,28,9,2.51,9.13,4.94
2006,10,28,12,2.41,9.04,5.15
2006,10,28,15,2.28,8.82,5.11
2006,10,28,18,2.1,8.43,3.11
2006,10,28,21,1.95,8.25,1.68
2006,10,29,0,1.86,8.14,357.47
2006,10,29,3,1.93,8.05,344.84
2006,10,29,6,2.04,9.73,263.6
2006,10,29,9,2.04,9.95,259.41
2006,10,29,12,2.04,9.98,258.01
2006,10,29,15,1.97,9.97,257.55
2006,10,29,18,1.98,9.87,257.77
2006,10,29,21,2.19,7.33,270.06
2006,10,30,0,2.31,7.84,264.94
2006,10,30,3,2.29,8.34,261.33
2006,10,30,6,2.15,8.3,263.78
2006,10,30,9,2.04,8.16,265.29
2006,10,30,12,1.95,11.84,265.4
2006,10,30,15,1.86,11.73,265.31
2006,10,30,18,1.93,11.47,266.78
2006,10,30,21,2.38,10.96,308.28
2006,10,31,0,3.11,6.53,29.35
2006,10,31,3,4.12,7.62,26.96
2006,10,31,6,4.96,8.54,20.66
2006,10,31,9,5.92,9.28,16.75
2006,10,31,12,6.7,9.87,16.02
2006,10,31,15,7.14,10.09,18.01
2006,10,31,18,6.94,10.15,17.7
2006,10,31,21,6.27,10.05,15.31
2006,11,1,0,5.32,9.93,11.24
2006,11,1,3,4.56,9.59,7.84
2006,11,1,6,4.2,9.01,8.08
2006,11,1,9,4.14,8.87,6.46
2006,11,1,12,3.86,8.88,5.88
2006,11,1,15,3.58,8.9,5.23
2006,11,1,18,3.56,8.78,2.55
2006,11,1,21,3.57,8.61,352.99
2006,11,2,0,3.45,8.71,0.25
2006,11,2,3,3.32,8.76,0.46
2006,11,2,6,3.23,8.79,0.64
2006,11,2,9,3.05,8.8,2.28
2006,11,2,12,2.81,8.8,3.7
2006,11,2,15,2.56,8.79,4.43
2006,11,2,18,2.31,8.78,4.78
2006,11,2,21,2.1,8.79,5.15
2006,11,3,0,1.96,8.79,5.76
2006,11,3,3,1.97,8.74,6.28
2006,11,3,6,2,8.67,6.8
2006,11,3,9,1.93,8.69,7.44
2006,11,3,12,1.81,8.73,7.77
2006,11,3,15,1.73,8.74,7.75
2006,11,3,18,1.7,8.73,7.01
2006,11,3,21,1.85,5.73,258.93
2006,11,4,0,2.3,6.24,258.64
2006,11,4,3,2.9,6.97,265.43
2006,11,4,6,3.3,7.66,266.01
2006,11,4,9,3.74,8.3,268.66
2006,11,4,12,4.19,9.1,273.37
2006,11,4,15,4.23,9.45,273.35
2006,11,4,18,3.96,9.69,273.34
2006,11,4,21,3.78,9.82,268.83
2006,11,5,0,3.78,10.01,263.99
2006,11,5,3,3.62,10.03,262.43
2006,11,5,6,3.33,10.02,262.29
2006,11,5,9,3.47,10,262.31
2006,11,5,12,3.99,9.88,262.01
2006,11,5,15,4.38,10.1,262.26
2006,11,5,18,4.63,10.54,266.3
2006,11,5,21,5.04,10.64,268.18
2006,11,6,0,5.57,10.75,271.63
2006,11,6,3,6.11,11.14,275.68
2006,11,6,6,6.52,11.81,281.25
2006,11,6,9,6.59,12.26,282.56
2006,11,6,12,6.19,12.57,283.02
2006,11,6,15,5.56,12.6,282.8
2006,11,6,18,4.98,12.75,282.37
2006,11,6,21,4.84,12.44,280.34
2006,11,7,0,5.11,11.04,277.38
2006,11,7,3,5.53,10.78,274.24
2006,11,7,6,5.43,10.65,275.04
2006,11,7,9,5.01,10.73,277.83
2006,11,7,12,4.6,10.79,280.38
2006,11,7,15,4.22,10.64,279
2006,11,7,18,3.89,10.39,285.09
2006,11,7,21,3.61,10.73,274.04
2006,11,8,0,3.37,10.75,275.81
2006,11,8,3,3.19,10.74,277.31
2006,11,8,6,3.12,10.75,279.7
2006,11,8,9,3.08,10.75,285.35
2006,11,8,12,3.03,10.75,293.24
2006,11,8,15,2.97,10.72,300.62
2006,11,8,18,2.84,10.64,306.74
2006,11,8,21,2.63,10.43,303.46
2006,11,9,0,2.47,10.16,305.87
2006,11,9,3,2.49,9.99,308.19
2006,11,9,6,2.54,9.78,311.9
2006,11,9,9,3.33,8.74,329.73
2006,11,9,12,3.97,8.5,332.11
2006,11,9,15,3.93,8.61,334.93
2006,11,9,18,3.74,8.76,337.51
2006,11,9,21,3.59,9.06,336.4
2006,11,10,0,3.47,9.36,336.13
2006,11,10,3,3.23,9.67,324.41
2006,11,10,6,2.96,10.15,321.37
2006,11,10,9,3.02,10.28,315.09
2006,11,10,12,3.58,6.53,214.37
2006,11,10,15,4.13,7.51,209.34
2006,11,10,18,4.43,8.16,213
2006,11,10,21,4.45,8.52,221.6
2006,11,11,0,4.54,9.14,241.74
2006,11,11,3,4.94,10.03,253.08
2006,11,11,6,5.31,11.49,261.04
2006,11,11,9,5.37,12.14,264.95
2006,11,11,12,5.31,12.31,264.7
2006,11,11,15,5.28,12.49,264.8
2006,11,11,18,5.28,13.3,267.32
2006,11,11,21,5.27,13.75,268.47
2006,11,12,0,5.17,14.23,267.93
2006,11,12,3,5.22,14.39,267.92
2006,11,12,6,5.56,14.37,270.48
2006,11,12,9,6.11,13.59,287.52
2006,11,12,12,6.48,13.09,298.44
2006,11,12,15,6.11,12.62,307.56
2006,11,12,18,5.5,12.21,312.89
2006,11,12,21,4.83,11.93,316.69
2006,11,13,0,4.14,11.67,320.03
2006,11,13,3,3.88,11.46,328.68
2006,11,13,6,4.09,11.2,329.61
2006,11,13,9,3.76,11,324.46
2006,11,13,12,3.42,10.8,322.73
2006,11,13,15,3.25,10.13,297.44
2006,11,13,18,3.36,9.89,287.65
2006,11,13,21,3.58,10.06,280.05
2006,11,14,0,3.92,10.74,268.68
2006,11,14,3,4.73,12.36,262.14
2006,11,14,6,5.2,13.86,261.69
2006,11,14,9,5,14.07,264.93
2006,11,14,12,4.63,13.86,264.74
2006,11,14,15,4.41,13.37,265.74
2006,11,14,18,4.47,13.17,266.53
2006,11,14,21,4.62,12.8,266.84
2006,11,15,0,4.71,12.68,281.38
2006,11,15,3,4.67,12.68,286.1
2006,11,15,6,4.56,12.41,291.43
2006,11,15,9,4.55,12.26,300.84
2006,11,15,12,4.71,12.16,312.27
2006,11,15,15,4.78,11.34,331.78
2006,11,15,18,4.65,11.08,336.38
2006,11,15,21,4.41,10.94,339.98
2006,11,16,0,4.07,10.86,343.46
2006,11,16,3,3.74,10.77,346.09
2006,11,16,6,3.47,10.62,347.95
2006,11,16,9,3.43,10.34,349.61
2006,11,16,12,3.75,7.01,177.37
2006,11,16,15,3.96,7.65,181.71
2006,11,16,18,3.88,8.18,193.72
2006,11,16,21,3.85,8.3,203.15
2006,11,17,0,3.88,8.35,213.08
2006,11,17,3,3.79,8.41,218.3
2006,11,17,6,3.66,8.33,216.6
2006,11,17,9,3.66,8.1,209.88
2006,11,17,12,3.78,7.95,202.49
2006,11,17,15,3.97,8.02,198.87
2006,11,17,18,4.31,8.16,191.88
2006,11,17,21,4.86,8.23,180.75
2006,11,18,0,5.18,8.44,176.38
2006,11,18,3,5.44,9.21,184.72
2006,11,18,6,5.49,9.71,200.21
2006,11,18,9,5.17,9.51,198.87
2006,11,18,12,4.97,9.15,199.72
2006,11,18,15,4.97,8.96,202.4
2006,11,18,18,4.54,8.74,208.51
2006,11,18,21,3.94,8.41,221.21
2006,11,19,0,3.49,8.26,214.5
2006,11,19,3,3.31,8.35,217.48
2006,11,19,6,3.15,8.84,264.68
2006,11,19,9,3.06,9.3,277.68
2006,11,19,12,3.22,9.56,313.7
2006,11,19,15,3.43,9.03,284.27
2006,11,19,18,3.43,8.88,283.95
2006,11,19,21,3.4,7.69,208.98
2006,11,20,0,3.45,7.66,192.48
2006,11,20,3,3.88,7.86,180.36
2006,11,20,6,4.93,8.48,171.35
2006,11,20,9,5.4,9.23,176.91
2006,11,20,12,4.72,9.35,181.83
2006,11,20,15,4.2,9.39,187.21
2006,11,20,18,4.11,9.41,193.4
2006,11,20,21,4.32,9.29,194.41
2006,11,21,0,4.88,9.32,191.58
2006,11,21,3,5.51,13.72,251.17
2006,11,21,6,5.59,13.28,252.19
2006,11,21,9,5.3,10.02,190.21
2006,11,21,12,4.95,9.85,192.07
2006,11,21,15,4.58,9.61,192.97
2006,11,21,18,4.14,9.27,190.79
2006,11,21,21,3.64,9.02,192.01
2006,11,22,0,3.15,8.69,193.61
2006,11,22,3,2.79,8.26,192.22
2006,11,22,6,2.71,8.26,206.5
2006,11,22,9,2.65,8.73,305.17
2006,11,22,12,2.53,8.95,316.41
2006,11,22,15,2.43,8.91,322.6
2006,11,22,18,2.31,8.69,326.23
2006,11,22,21,2.18,8.46,332.43
2006,11,23,0,2.04,8.31,334.93
2006,11,23,3,1.9,8.12,334.96
2006,11,23,6,1.81,7.75,339.06
2006,11,23,9,1.74,7.58,339.51
2006,11,23,12,1.94,5.62,153.92
2006,11,23,15,2.04,6.15,149.29
2006,11,23,18,1.81,6.23,151.38
2006,11,23,21,1.77,6.14,154.44
2006,11,24,0,2.17,6.49,154.69
2006,11,24,3,2.93,7.49,163.35
2006,11,24,6,3.53,8.03,165.07
2006,11,24,9,3.95,8.27,165.7
2006,11,24,12,4.27,8.87,173.21
2006,11,24,15,4.83,9.57,182.94
2006,11,24,18,5.27,10.11,186.24
2006,11,24,21,5.49,10.15,189.16
2006,11,25,0,5.22,9.97,190.41
2006,11,25,3,4.33,9.71,191.34
2006,11,25,6,3.81,9,190.31
2006,11,25,9,3.85,8.32,181.57
2006,11,25,12,4,8.28,178.19
2006,11,25,15,4.21,8.64,175.73
2006,11,25,18,4.08,8.96,180.32
2006,11,25,21,3.51,8.9,181.5
2006,11,26,0,3.16,8.5,180.33
2006,11,26,3,3.2,8.23,181.65
2006,11,26,6,3.29,8.23,181.88
2006,11,26,9,3.36,8.24,184.86
2006,11,26,12,3.78,7.5,226.53
2006,11,26,15,4.4,7.83,247.64
2006,11,26,18,4.69,8.4,249.06
2006,11,26,21,4.97,9.1,256.4
2006,11,27,0,4.75,9.19,263.31
2006,11,27,3,4.19,9.07,267.69
2006,11,27,6,3.67,8.96,270.66
2006,11,27,9,3.33,8.99,281.27
2006,11,27,12,3.13,9.4,296.41
2006,11,27,15,3.26,10.16,314.84
2006,11,27,18,3.74,7.76,179.15
2006,11,27,21,4.11,8.28,181.41
2006,11,28,0,4.26,8.43,185.04
2006,11,28,3,4.33,8.96,190.87
2006,11,28,6,4.16,9.09,191.73
2006,11,28,9,3.95,9.03,191.73
2006,11,28,12,3.92,8.85,190.47
2006,11,28,15,4.47,8.54,183.88
2006,11,28,18,4.86,8.88,187.05
2006,11,28,21,4.52,9.03,188.47
2006,11,29,0,4.12,8.98,190.71
2006,11,29,3,3.81,8.73,192.9
2006,11,29,6,3.62,8.52,193.59
2006,11,29,9,3.57,8.38,198.36
2006,11,29,12,3.7,8.14,200.91
2006,11,29,15,4.14,7.99,204.65
2006,11,29,18,4.56,14.51,256.64
2006,11,29,21,4.77,8.46,220.43
2006,11,30,0,5.13,12.94,258.27
2006,11,30,3,5.29,12.23,255.92
2006,11,30,6,4.96,12.12,255.39
2006,11,30,9,4.47,12.14,255.14
2006,11,30,12,4.22,12.23,255.44
2006,11,30,15,4.45,12.47,255.81
2006,11,30,18,4.86,8.43,199.21
2006,11,30,21,5.28,9.09,198.34
2006,12,1,0,5.43,9.3,196.18
2006,12,1,3,5.5,9.56,201.98
2006,12,1,6,5.67,10,199.37
2006,12,1,9,5.92,10.07,193.96
2006,12,1,12,6.12,10.21,192.3
2006,12,1,15,5.73,10.37,194.72
2006,12,1,18,5.34,13.01,249.26
2006,12,1,21,4.89,12.98,252.75
2006,12,2,0,4.53,12.87,256.42
2006,12,2,3,4.54,12.97,259.3
2006,12,2,6,4.76,8.97,186.19
2006,12,2,9,4.83,8.93,190.23
2006,12,2,12,5.21,9.13,201.04
2006,12,2,15,5.23,9.56,229.33
2006,12,2,18,4.62,9.47,219.57
2006,12,2,21,3.99,10.73,254.73
2006,12,3,0,3.49,10.81,257.8
2006,12,3,3,3.1,8.22,206.74
2006,12,3,6,2.88,8.21,203.55
2006,12,3,9,3,7.95,192.38
2006,12,3,12,3.5,8.1,181.5
2006,12,3,15,4.47,8.47,175.42
2006,12,3,18,5.1,9.22,176.37
2006,12,3,21,5.18,10,184.11
2006,12,4,0,4.87,10.17,185.48
2006,12,4,3,4.7,10.31,184.85
2006,12,4,6,4.56,10.44,184.24
2006,12,4,9,4.19,10.35,184.05
2006,12,4,12,3.83,10.17,184.27
2006,12,4,15,4.04,10.19,182.84
2006,12,4,18,4.43,10.66,182.84
2006,12,4,21,4.36,10.73,186.2
2006,12,5,0,3.94,10.48,189.12
2006,12,5,3,3.61,10.22,192.69
2006,12,5,6,3.45,10.07,196.73
2006,12,5,9,3.31,13.85,255.09
2006,12,5,12,3.12,13.25,258.06
2006,12,5,15,2.91,13.01,259.85
2006,12,5,18,2.74,9.06,320.56
2006,12,5,21,2.61,11.79,270.95
2006,12,6,0,2.49,11.38,324.64
2006,12,6,3,2.39,9.54,353.67
2006,12,6,6,2.34,9.6,353.31
2006,12,6,9,2.38,9.49,138.28
2006,12,6,12,2.51,14.94,253
2006,12,6,15,2.61,14.47,253.73
2006,12,6,18,2.65,13.54,254.96
2006,12,6,21,2.68,13.18,255.08
2006,12,7,0,2.66,12.89,256.72
2006,12,7,3,2.6,12.61,273.8
2006,12,7,6,2.57,13.09,265.23
2006,12,7,9,2.51,13.01,271.51
2006,12,7,12,2.42,12.71,280.3
2006,12,7,15,2.4,12.47,310.15
2006,12,7,18,2.53,12.26,327.65
2006,12,7,21,2.84,12.16,342.83
2006,12,8,0,3.12,7.38,175.32
2006,12,8,3,3.11,7.69,179.56
2006,12,8,6,3.08,9.27,171.7
2006,12,8,9,3.06,9.44,172.19
2006,12,8,12,3.09,9.37,171.8
2006,12,8,15,3.09,15.73,256.17
2006,12,8,18,2.98,14.63,257.93
2006,12,8,21,2.91,14.24,257.99
2006,12,9,0,2.84,13.7,270.63
2006,12,9,3,2.75,13.43,267.48
2006,12,9,6,2.65,13.23,268.47
2006,12,9,9,2.62,12.9,273.68
2006,12,9,12,2.8,12.44,320.44
2006,12,9,15,3.1,6.93,284.2
2006,12,9,18,3.44,7.47,295.27
2006,12,9,21,3.4,7.48,302.8
2006,12,10,0,3.13,12.28,300.81
2006,12,10,3,2.88,12.19,291.06
2006,12,10,6,2.64,12.08,283.37
2006,12,10,9,3.15,11.96,278.47
2006,12,10,12,4.47,7.2,211.07
2006,12,10,15,5.65,9.05,227.42
2006,12,10,18,5.87,9.84,235.1
2006,12,10,21,5.46,10.04,232.77
2006,12,11,0,5.1,10.09,228.61
2006,12,11,3,5.11,10.26,225.69
2006,12,11,6,5.39,10.66,242.59
2006,12,11,9,6,11.38,247.23
2006,12,11,12,6.34,12.03,256.6
2006,12,11,15,6.25,14.59,268.47
2006,12,11,18,6.13,15.37,269.84
2006,12,11,21,6.01,15.61,267.92
2006,12,12,0,6.3,15.9,266.75
2006,12,12,3,7.06,16.05,265.59
2006,12,12,6,7.71,16.11,264.8
2006,12,12,9,7.9,16.13,265.03
2006,12,12,12,7.6,16.06,264.86
2006,12,12,15,7.03,16,264.06
2006,12,12,18,6.55,15.95,264.29
2006,12,12,21,6.11,15.75,265.13
2006,12,13,0,5.51,15.32,264.08
2006,12,13,3,4.94,14.81,265.26
2006,12,13,6,4.48,14.58,266.19
2006,12,13,9,4.12,14.29,267.07
2006,12,13,12,3.94,13.65,263.33
2006,12,13,15,3.92,13.32,263.03
2006,12,13,18,4.01,13.22,262.52
2006,12,13,21,4.05,13.11,262.38
2006,12,14,0,3.96,13.09,263.92
2006,12,14,3,3.89,13.15,266.12
2006,12,14,6,3.79,13.15,266.73
2006,12,14,9,4.15,13.04,266.2
2006,12,14,12,4.7,8.74,229.55
2006,12,14,15,5.79,9.68,242.36
2006,12,14,18,7.37,11.69,255.77
2006,12,14,21,8.61,12.9,259.76
2006,12,15,0,8.6,13.2,261.6
2006,12,15,3,7.84,13.04,262.36
2006,12,15,6,7.04,12.45,262.26
2006,12,15,9,6.46,11.87,262.42
2006,12,15,12,6.02,11.61,261.75
2006,12,15,15,5.54,10.96,264.81
2006,12,15,18,4.99,10.37,267.71
2006,12,15,21,4.49,10.34,266.3
2006,12,16,0,4.14,10.13,272.57
2006,12,16,3,4,9.96,289.92
2006,12,16,6,3.89,9.88,302.52
2006,12,16,9,3.7,9.57,307.86
2006,12,16,12,3.46,9.28,323.56
2006,12,16,15,3.22,9.08,325.73
2006,12,16,18,3,8.71,323.24
2006,12,16,21,2.76,8.38,340.85
2006,12,17,0,2.52,8.25,346.14
2006,12,17,3,2.34,8.2,346.33
2006,12,17,6,2.29,10.02,294.34
2006,12,17,9,2.44,10,290.89
2006,12,17,12,2.57,10.29,282.57
2006,12,17,15,2.58,10.34,280.29
2006,12,17,18,2.56,10.16,288.8
2006,12,17,21,2.67,9.97,311.28
2006,12,18,0,2.8,9.84,331.25
2006,12,18,3,2.74,9.77,339.63
2006,12,18,6,2.52,9.76,341.52
2006,12,18,9,2.6,9.81,340.16
2006,12,18,12,2.73,9.5,335.9
2006,12,18,15,2.76,9.24,346.15
2006,12,18,18,2.7,9.23,350.93
2006,12,18,21,2.46,9.53,353.7
2006,12,19,0,2.24,10.17,5.51
2006,12,19,3,2.14,10.45,4.78
2006,12,19,6,2.28,10.29,356.14
2006,12,19,9,2.88,6.38,264.38
2006,12,19,12,3.46,7.66,266.38
2006,12,19,15,3.6,8.22,267.76
2006,12,19,18,3.57,8.54,269.71
2006,12,19,21,3.57,9.54,281.53
2006,12,20,0,3.51,9.64,281.99
2006,12,20,3,3.37,9.6,280.59
2006,12,20,6,3.2,9.54,274.58
2006,12,20,9,2.99,9.25,274.93
2006,12,20,12,2.87,9.16,275.55
2006,12,20,15,2.93,9.49,277.4
2006,12,20,18,3,10.01,288.25
2006,12,20,21,3.02,9.65,286.24
2006,12,21,0,3.07,9.52,278.46
2006,12,21,3,3.19,10.66,282.59
2006,12,21,6,3.24,10.29,276.44
2006,12,21,9,3.32,10.54,278.3
2006,12,21,12,3.47,11.06,274.69
2006,12,21,15,3.74,11.82,273.94
2006,12,21,18,4.37,12.29,269.37
2006,12,21,21,5.07,12.06,266.15
2006,12,22,0,5.39,12.56,264.08
2006,12,22,3,5.36,13.03,263.13
2006,12,22,6,5.24,13.18,261.1
2006,12,22,9,5.18,13.04,260.13
2006,12,22,12,5.07,12.8,260.53
2006,12,22,15,4.83,12.36,262.36
2006,12,22,18,4.61,12.14,263.46
2006,12,22,21,4.44,12.1,265.08
2006,12,23,0,4.36,12.24,267.25
2006,12,23,3,4.24,14.12,280.23
2006,12,23,6,4.13,14.34,279.98
2006,12,23,9,4.11,14.24,280.26
2006,12,23,12,4.12,14.04,280.66
2006,12,23,15,4.03,12.83,275.56
2006,12,23,18,3.83,12.14,270.42
2006,12,23,21,3.64,11.89,267.75
2006,12,24,0,3.5,11.83,266.46
2006,12,24,3,3.41,11.9,265.43
2006,12,24,6,3.41,12.15,264.23
2006,12,24,9,3.47,12.62,263.7
2006,12,24,12,3.44,14.02,274.83
2006,12,24,15,3.31,13.27,268.48
2006,12,24,18,3.14,13,267.99
2006,12,24,21,2.99,12.57,268.28
2006,12,25,0,2.86,12.12,267.06
2006,12,25,3,2.75,11.99,264.68
2006,12,25,6,2.71,11.92,261.31
2006,12,25,9,2.76,12.15,259.18
2006,12,25,12,2.86,12.64,257.8
2006,12,25,15,2.97,12.87,259.26
2006,12,25,18,3.16,12.9,259.71
2006,12,25,21,3.5,12.84,260.43
2006,12,26,0,3.87,12.75,262.44
2006,12,26,3,4,12.19,261.87
2006,12,26,6,3.81,12.19,260.12
2006,12,26,9,3.54,11.99,258.28
2006,12,26,12,3.35,11.89,258.5
2006,12,26,15,3.24,11.95,259.61
2006,12,26,18,3.17,12.55,261.05
2006,12,26,21,3.13,12.3,263.67
2006,12,27,0,3.11,12.1,265.61
2006,12,27,3,3.03,12.02,265.94
2006,12,27,6,2.94,11.91,267.45
2006,12,27,9,2.85,11.63,273.66
2006,12,27,12,2.75,11.24,283.2
2006,12,27,15,2.59,11.06,284.06
2006,12,27,18,2.37,10.95,280.23
2006,12,27,21,2.15,10.87,276.61
2006,12,28,0,1.98,10.78,276.24
2006,12,28,3,1.84,10.71,282.02
2006,12,28,6,1.77,10.63,297.06
2006,12,28,9,1.73,10.37,296.59
2006,12,28,12,1.71,10.1,307.15
2006,12,28,15,1.69,10.02,315.26
2006,12,28,18,1.71,10.62,354.73
2006,12,28,21,1.75,11.09,3.45
2006,12,29,0,1.8,11.4,6.97
2006,12,29,3,1.84,11.46,8.34
2006,12,29,6,1.96,11.32,8.89
2006,12,29,9,2.43,11.11,8.92
2006,12,29,12,3.02,6.18,185.9
