YYYY  MM  DD  HH  mn     Hs(m)     Tp(s)  TheH(°N)   WS(m/s)  Thew(°N)
2006   4  15  21   0     2.380     6.210   226.450    10.462   194.900
2006   4  16   0   0     2.570     7.130   235.890    12.619   193.893
2006   4  16   3   0     2.670     7.720   250.200    13.232   213.534
2006   4  16   6   0     2.450     7.880   253.170     7.896   251.313
2006   4  16   9   0     2.190     8.550   256.980     4.649   262.585
2006   4  16  12   0     2.100     8.820   260.540     9.203   222.270
2006   4  16  15   0     2.320     8.880   262.210    12.298   233.531
2006   4  16  18   0     2.650     8.750   264.340    10.557   237.063
2006   4  16  21   0     2.850     8.870   264.280     9.685   236.753
2006   4  17   0   0     3.000     9.090   262.760     7.888   227.980
2006   4  17   3   0     3.090     9.910   264.040     8.081   243.942
2006   4  17   6   0     3.030    10.540   264.400     8.456   249.872
2006   4  17   9   0     2.860    10.660   264.990     7.296   261.726
2006   4  17  12   0     2.680    10.640   265.810     7.584   262.575
2006   4  17  15   0     2.560    10.520   266.480     8.661   277.363
2006   4  17  18   0     2.490    10.420   267.010    10.423   256.857
2006   4  17  21   0     2.390    10.370   267.740     6.902   271.411
2006   4  18   0   0     2.330    10.330   267.930     7.755   289.276
2006   4  18   3   0     2.520     7.630   275.380     9.959   309.091
2006   4  18   6   0     2.570     8.070   277.890     7.823   320.082
2006   4  18   9   0     2.270     7.870   291.480     7.158   332.003
2006   4  18  12   0     1.890     7.210   291.020     5.519   333.528
2006   4  18  15   0     1.590     9.280   275.250     4.883   325.008
2006   4  18  18   0     1.400     9.150   284.420     4.779   264.838
2006   4  18  21   0     1.310     8.970   293.470     3.857   292.243
2006   4  19   0   0     1.310     8.740   296.890     4.390   287.775
2006   4  19   3   0     1.370     8.180   305.080     5.519   296.008
2006   4  19   6   0     1.400     7.930   304.070     3.913   291.122
2006   4  19   9   0     1.440     6.970   321.440     3.681     7.492
2006   4  19  12   0     1.510     8.000   309.860     3.297     5.745
2006   4  19  15   0     1.550     6.990   331.730     2.322   357.778
2006   4  19  18   0     1.560     7.090   335.110     2.024     8.811
2006   4  19  21   0     1.550     7.410   333.280     5.476    43.076
2006   4  20   0   0     1.530     7.710   335.390     5.992    39.855
2006   4  20   3   0     1.520     7.920   339.180     3.539    49.469
2006   4  20   6   0     1.490     8.000   342.360     4.425    55.125
2006   4  20   9   0     1.460     8.050   344.220     4.294    55.533
2006   4  20  12   0     1.430     8.080   345.320     4.575    57.769
2006   4  20  15   0     1.400     8.110   346.060     4.325    63.198
2006   4  20  18   0     1.360     8.110   346.470     4.293    62.838
2006   4  20  21   0     1.310     8.080   346.760     4.394    68.223
2006   4  21   0   0     1.270     8.040   346.930     3.884    81.411
2006   4  21   3   0     1.230     7.980   346.910     4.783    75.964
2006   4  21   6   0     1.200     7.920   346.640     5.371    77.309
2006   4  21   9   0     1.150     7.830   341.590     3.969    99.866
2006   4  21  12   0     1.070     7.750   341.440     3.074   138.428
2006   4  21  15   0     0.980     7.680   341.370     3.138   168.977
2006   4  21  18   0     0.870     7.640   341.500     5.439   197.769
2006   4  21  21   0     0.920     8.810   297.940     6.873   202.049
2006   4  22   0   0     1.120     8.870   286.810     8.747   194.974
2006   4  22   3   0     1.730     5.130   207.680    10.544   203.769
2006   4  22   6   0     2.400     6.090   216.740    13.072   186.413
2006   4  22   9   0     3.140     6.770   214.850    14.366   191.036
2006   4  22  12   0     3.650     7.410   212.070    18.158   189.862
2006   4  22  15   0     4.350     7.670   202.860    15.937   189.244
2006   4  22  18   0     4.810     8.320   204.030    20.560   187.799
2006   4  22  21   0     5.110     8.550   202.750    18.708   196.362
2006   4  23   0   0     4.890     9.020   217.460    18.971   201.263
2006   4  23   3   0     4.440     9.010   226.410     8.068   236.271
2006   4  23   6   0     3.870     8.660   213.120     7.038   254.759
2006   4  23   9   0     3.440     9.780   257.590    10.350   222.259
2006   4  23  12   0     3.260     9.900   260.660    10.424   217.947
2006   4  23  15   0     3.290    10.040   261.000     7.654   229.610
2006   4  23  18   0     3.280    10.520   259.610     5.589   255.069
2006   4  23  21   0     3.160    11.010   259.940     3.740   248.512
2006   4  24   0   0     2.930    11.210   264.240     6.972   206.859
2006   4  24   3   0     2.840    11.120   275.940    10.017   211.945
2006   4  24   6   0     2.790    10.960   280.650     9.453   188.884
2006   4  24   9   0     2.770    10.840   278.570    10.834   186.253
2006   4  24  12   0     2.830    10.690   274.910    13.790   179.751
2006   4  24  15   0     2.970     6.320   196.550    11.753   175.119
2006   4  24  18   0     3.210     6.660   198.600    15.223   170.395
2006   4  24  21   0     3.620     7.030   192.840    15.430   180.149
2006   4  25   0   0     4.010     7.740   199.500    17.070   180.101
2006   4  25   3   0     4.360     8.230   203.080    16.580   180.035
2006   4  25   6   0     4.530     8.410   196.070    18.346   165.479
2006   4  25   9   0     4.990     8.570   189.310    17.105   165.233
2006   4  25  12   0     5.290     9.040   196.430    20.360   177.466
2006   4  25  15   0     5.040     9.170   198.640    18.314   200.355
2006   4  25  18   0     4.420     9.080   201.850    12.188   200.308
2006   4  25  21   0     3.960     8.610   196.630    10.252   191.935
2006   4  26   0   0     3.800     8.350   201.360    10.672   172.895
2006   4  26   3   0     4.000     7.960   199.680    11.090   172.696
2006   4  26   6   0     4.190     8.030   204.600    18.685   206.647
2006   4  26   9   0     4.200     8.470   217.670    12.164   222.835
2006   4  26  12   0     4.170     9.360   244.470    11.691   222.712
2006   4  26  15   0     3.930    10.770   262.700     8.902   234.417
2006   4  26  18   0     3.810    11.620   265.420    11.345   228.144
2006   4  26  21   0     3.770    11.910   265.990    11.861   222.677
2006   4  27   0   0     3.640    11.930   265.760     9.719   229.047
2006   4  27   3   0     3.400    11.850   264.870     7.995   263.897
2006   4  27   6   0     3.120    11.700   264.700     7.095   285.701
2006   4  27   9   0     2.830    11.460   263.310     4.611   296.120
2006   4  27  12   0     2.540    11.110   263.760     1.958   285.101
2006   4  27  15   0     2.260    10.940   264.560     1.306     5.711
2006   4  27  18   0     2.030    10.810   265.780     3.357    24.274
2006   4  27  21   0     1.840    10.640   267.520     2.634    26.857
2006   4  28   0   0     1.680    10.250   265.210     0.899   317.255
2006   4  28   3   0     1.550     9.940   264.980     1.489   284.783
2006   4  28   6   0     1.450     9.850   265.040     1.920   288.529
2006   4  28   9   0     1.350     9.790   265.380     1.282    16.314
2006   4  28  12   0     1.260     9.660   265.200     2.688    43.191
2006   4  28  15   0     1.170     9.210   263.230     2.609    45.155
2006   4  28  18   0     1.120     9.070   263.730     3.609    42.754
2006   4  28  21   0     1.120     9.020   263.940     6.428    41.152
2006   4  29   0   0     1.130     8.970   263.790     6.320    39.028
2006   4  29   3   0     1.180     8.880   263.730     5.907    43.422
2006   4  29   6   0     1.310     8.730   264.230     8.128    46.545
2006   4  29   9   0     1.500     4.680    53.380     8.965    38.251
2006   4  29  12   0     1.700     5.100    53.660    11.143    41.544
2006   4  29  15   0     1.650     5.200    51.630     8.215    34.135
2006   4  29  18   0     1.450     5.200    49.190     7.586    39.061
2006   4  29  21   0     1.250     8.180   269.770     5.397    29.653
2006   4  30   0   0     1.070     8.150   269.290     4.102    41.344
2006   4  30   3   0     0.940     8.180   271.020     1.721    70.301
2006   4  30   6   0     0.880     8.300   277.390     4.322   126.154
2006   4  30   9   0     0.890     8.290   283.420     6.916   118.974
2006   4  30  12   0     1.000     8.150   285.420     7.903   107.678
2006   4  30  15   0     1.120    11.950   277.610     6.530   126.782
2006   4  30  18   0     1.090    11.500   278.440     7.290   158.432
2006   4  30  21   0     1.000    11.050   276.530     5.647   201.613
2006   5   1   0   0     0.880    10.890   275.070     3.651   325.265
2006   5   1   3   0     0.810    10.780   274.780     1.990   179.712
2006   5   1   6   0     0.960    10.700   276.790     5.999   146.628
2006   5   1   9   0     1.430    10.430   277.350     8.466   150.801
2006   5   1  12   0     1.830     6.270   180.030    10.595   157.235
2006   5   1  15   0     2.170     6.900   181.000     9.183   151.370
2006   5   1  18   0     2.430     7.400   182.660    10.059   158.664
2006   5   1  21   0     2.740     7.510   177.510    10.550   146.521
2006   5   2   0   0     2.870     7.610   174.340    14.135   151.567
2006   5   2   3   0     2.870     7.820   174.200    11.103   152.073
2006   5   2   6   0     2.860     8.360   179.400    11.385   147.482
2006   5   2   9   0     2.870     8.430   178.870    12.513   133.478
2006   5   2  12   0     3.140     8.280   176.840    10.106   151.837
2006   5   2  15   0     3.370     8.200   177.330    12.704   173.809
2006   5   2  18   0     3.310     8.020   176.710    13.037   160.509
2006   5   2  21   0     3.350     7.650   171.800    13.056   156.911
2006   5   3   0   0     3.560     7.660   170.910    15.261   155.618
2006   5   3   3   0     4.060     8.150   174.890    16.082   153.403
2006   5   3   6   0     4.650     8.480   176.660    17.814   161.982
2006   5   3   9   0     4.820     9.070   185.030    17.863   181.059
2006   5   3  12   0     4.350     9.080   186.130    15.591   179.522
2006   5   3  15   0     3.900     8.900   187.730    11.479   169.865
2006   5   3  18   0     3.610     8.410   182.960    13.604   173.627
2006   5   3  21   0     3.470     8.210   185.500    12.331   184.698
2006   5   4   0   0     3.310     8.100   189.040    13.221   186.733
2006   5   4   3   0     3.060     8.010   194.560    10.956   189.669
2006   5   4   6   0     2.790     7.750   190.520     9.620   174.153
2006   5   4   9   0     2.570     7.590   194.820     7.607   172.371
2006   5   4  12   0     2.370     9.550   248.200     8.796   169.188
2006   5   4  15   0     2.160     9.260   246.070     8.252   162.729
2006   5   4  18   0     1.970     9.200   247.100     8.883   154.387
2006   5   4  21   0     1.860     9.320   247.150     5.830   138.407
2006   5   5   0   0     1.950    10.240   250.230     8.360   138.588
2006   5   5   3   0     2.320     6.570   176.900    11.831   152.244
2006   5   5   6   0     2.460     7.050   173.140    13.438   142.772
2006   5   5   9   0     2.460     8.830   193.600    11.187   130.868
2006   5   5  12   0     2.520     8.840   188.600    10.699   140.537
2006   5   5  15   0     2.720     7.800   175.400    10.986   149.233
2006   5   5  18   0     2.830     8.310   180.860    11.826   165.705
2006   5   5  21   0     2.770     8.590   180.470     9.170   176.186
2006   5   6   0   0     2.700     9.400   184.440     9.277   152.385
2006   5   6   3   0     2.730     8.740   184.980    10.001   159.209
2006   5   6   6   0     2.700     8.380   178.670    11.042   155.152
2006   5   6   9   0     2.590     8.190   179.500    11.019   147.565
2006   5   6  12   0     2.430     8.210   181.460     9.917   139.048
2006   5   6  15   0     2.280     8.100   184.220     8.571   159.154
2006   5   6  18   0     2.080     8.100   187.410     7.432   160.590
2006   5   6  21   0     1.890     8.120   187.980     4.411   149.482
2006   5   7   0   0     1.750     8.190   186.030     4.672   122.057
2006   5   7   3   0     1.660     8.330   183.940     5.199   138.275
2006   5   7   6   0     1.570     8.370   182.470     7.949   141.025
2006   5   7   9   0     1.470     8.280   181.510     5.813   129.276
2006   5   7  12   0     1.380     8.260   181.070     6.008   124.351
2006   5   7  15   0     1.310     8.300   181.320     5.805   117.051
2006   5   7  18   0     1.230     8.270   181.560     5.209   111.985
2006   5   7  21   0     1.140     8.200   181.520     6.686    92.400
2006   5   8   0   0     1.100     8.160   180.930     5.413    87.989
2006   5   8   3   0     1.060     8.170   180.170     5.396    94.358
2006   5   8   6   0     1.010     8.160   179.800     3.850    78.311
2006   5   8   9   0     0.950     8.110   179.930     6.277    65.231
2006   5   8  12   0     0.930     8.030   180.300     7.049    53.829
2006   5   8  15   0     0.950     7.990   180.820     6.501    60.714
2006   5   8  18   0     0.980     7.990   181.460     7.732    41.960
2006   5   8  21   0     0.970     3.870    43.650     7.145    40.288
2006   5   9   0   0     0.930     3.920    44.470     7.619    34.357
2006   5   9   3   0     0.840     4.000    45.410     5.797    37.641
2006   5   9   6   0     0.780     4.020    42.660     5.480    45.370
2006   5   9   9   0     0.740     4.120    38.790     4.741    42.948
2006   5   9  12   0     0.720     4.280    35.760     3.095    35.796
2006   5   9  15   0     0.710     4.390    34.760     0.535     7.524
2006   5   9  18   0     0.710     4.670    34.600     0.652   237.529
2006   5   9  21   0     0.750    11.070     4.830     1.473   303.366
2006   5  10   0   0     0.790    10.900     6.570     1.890   312.213
2006   5  10   3   0     0.820    10.820     7.030     2.293   301.264
2006   5  10   6   0     0.810    10.720     7.210     3.351   268.974
2006   5  10   9   0     0.780     9.190   357.670     2.584   320.024
2006   5  10  12   0     0.740     8.870   358.570     2.318   298.887
2006   5  10  15   0     0.710     8.450   355.540     2.219   334.936
2006   5  10  18   0     0.700     8.270   356.230     3.244   350.596
2006   5  10  21   0     0.760     8.180   357.540     5.314     2.265
2006   5  11   0   0     0.770     8.090   359.710     5.812     1.577
2006   5  11   3   0     0.770     8.700     6.840     3.473   349.046
2006   5  11   6   0     0.790     8.560     5.040     2.477   348.826
2006   5  11   9   0     0.800     8.060     6.630     3.789   354.244
2006   5  11  12   0     0.840     7.920     7.350     3.106   356.493
2006   5  11  15   0     1.060     8.080   358.780     4.899     9.635
2006   5  11  18   0     1.460     8.280   348.350     7.530   336.771
2006   5  11  21   0     1.720     8.110   347.310     6.963   330.490
2006   5  12   0   0     1.810     8.050   348.390     4.856   322.446
2006   5  12   3   0     1.840     8.030   350.380     4.350   307.528
2006   5  12   6   0     1.910     8.130   353.340     2.986   316.900
2006   5  12   9   0     2.060     8.350   356.420     5.542   332.603
2006   5  12  12   0     2.250     9.110     1.490     4.978   295.587
2006   5  12  15   0     2.460    10.530     0.130     4.520   299.855
2006   5  12  18   0     2.730    10.260     1.570     3.195   273.230
2006   5  12  21   0     3.120    10.120     0.950     5.082   341.886
2006   5  13   0   0     3.370    10.000     1.690    10.297   338.643
2006   5  13   3   0     3.270     9.840     3.610    10.144   330.402
2006   5  13   6   0     3.200     9.590     5.510     7.837   346.496
2006   5  13   9   0     3.280     9.240     3.690     9.900   349.053
2006   5  13  12   0     3.240     9.120     5.100     8.915   343.781
2006   5  13  15   0     3.100     9.050     6.790     8.203   334.278
2006   5  13  18   0     2.980     8.960     7.750     7.218   331.447
2006   5  13  21   0     2.870     8.870     7.960     8.549   332.026
2006   5  14   0   0     2.760     8.850     8.110     6.950   334.062
2006   5  14   3   0     2.710     9.030     8.740     6.696   324.482
2006   5  14   6   0     2.760     9.300     9.900     5.616   336.493
2006   5  14   9   0     2.800     9.690    14.430     6.311   348.298
2006   5  14  12   0     2.800     9.850    16.540     6.009   351.964
2006   5  14  15   0     2.740     9.860    18.360     5.248   356.832
2006   5  14  18   0     2.650     9.790    19.830     4.203   321.085
2006   5  14  21   0     2.520     9.640    21.090     3.486   318.721
2006   5  15   0   0     2.380     9.350    18.660     3.990   334.784
2006   5  15   3   0     2.210     9.130    19.790     3.054   300.932
2006   5  15   6   0     2.060     8.990    20.560     1.534   307.318
2006   5  15   9   0     1.920     8.860    20.870     2.062    19.841
2006   5  15  12   0     1.790     8.670    20.830     2.147    59.494
2006   5  15  15   0     1.660     8.400    17.240     2.024   113.905
2006   5  15  18   0     1.550     8.270    18.120     4.233    97.192
2006   5  15  21   0     1.470     8.160    19.060     5.939    69.704
2006   5  16   0   0     1.430     8.090    19.850     6.068    59.166
2006   5  16   3   0     1.410     8.040    20.350     6.282    56.689
2006   5  16   6   0     1.410     8.010    20.490     7.318    47.326
2006   5  16   9   0     1.380     7.960    20.490     6.474    41.619
2006   5  16  12   0     1.330     7.820    17.660     5.841    45.555
2006   5  16  15   0     1.310     7.640    18.520     4.217    47.114
2006   5  16  18   0     1.390     7.690    19.560     6.054    54.682
2006   5  16  21   0     1.520     8.430    20.380     5.671    45.714
2006   5  17   0   0     1.640     8.920    21.860     5.794    52.715
2006   5  17   3   0     1.730     9.020    21.530     6.796    57.315
2006   5  17   6   0     1.800     9.050    21.340     8.242    63.559
2006   5  17   9   0     1.860     9.030    21.280     8.995    57.900
2006   5  17  12   0     1.870     9.000    21.310     9.406    61.419
2006   5  17  15   0     1.920     8.970    21.350    10.476    62.359
2006   5  17  18   0     2.040     6.020    32.490    11.508    62.522
2006   5  17  21   0     2.120     6.170    34.430    11.603    61.425
2006   5  18   0   0     2.070     6.340    34.440     8.751    64.987
2006   5  18   3   0     2.030     6.450    35.080     9.775    71.509
2006   5  18   6   0     2.020     6.660    28.830    10.173    74.434
2006   5  18   9   0     1.950     6.880    27.490     8.432    80.649
2006   5  18  12   0     1.860     7.050    25.230     8.312    94.140
2006   5  18  15   0     1.820     7.170    17.230     9.561   101.463
2006   5  18  18   0     1.890     6.910    27.350     8.466   101.376
2006   5  18  21   0     1.910     6.570    62.710     4.856   192.004
2006   5  19   0   0     1.920     6.470   163.060     9.089   203.745
2006   5  19   3   0     1.910     6.510   168.820     8.235   184.457
2006   5  19   6   0     1.900     6.520   167.910     7.587   165.341
2006   5  19   9   0     2.000     6.280   176.040     8.471   179.256
2006   5  19  12   0     1.970     6.390   176.870    10.575   178.212
2006   5  19  15   0     1.800     6.620   179.420     6.676   174.067
2006   5  19  18   0     1.650     6.870   176.740     6.460   168.934
2006   5  19  21   0     1.560     6.890   167.350     7.069   164.745
2006   5  20   0   0     1.500     6.930   146.820     6.708   169.695
2006   5  20   3   0     1.450     7.260    19.500     5.390   171.464
2006   5  20   6   0     1.440     7.450    20.710     5.756   184.284
2006   5  20   9   0     1.430     7.530    23.840     5.977   188.564
2006   5  20  12   0     1.440     7.570    25.850     5.752   186.890
2006   5  20  15   0     1.480     7.610    22.320     4.980   189.595
2006   5  20  18   0     1.540     8.940   350.260     5.675   206.023
2006   5  20  21   0     1.590     9.630   334.760     5.988   203.525
2006   5  21   0   0     1.630     9.610   332.570     5.997   202.760
2006   5  21   3   0     1.680     9.470   346.990     6.647   207.799
2006   5  21   6   0     1.780     9.350   348.310     8.632   211.499
2006   5  21   9   0     1.930     9.330   349.620     8.845   198.660
2006   5  21  12   0     2.110     5.700   225.960    11.365   204.761
2006   5  21  15   0     2.430     6.170   226.610    12.380   207.310
2006   5  21  18   0     2.650     6.510   226.650    13.858   204.697
2006   5  21  21   0     2.660     6.830   235.230    12.446   206.894
2006   5  22   0   0     2.560     6.810   240.140    12.338   209.203
2006   5  22   3   0     2.430     6.790   244.890     9.953   202.881
2006   5  22   6   0     2.330     6.810   249.550     9.497   199.179
2006   5  22   9   0     2.300    11.490   322.130     6.021   191.982
2006   5  22  12   0     2.270    11.360   323.210     1.103   175.840
2006   5  22  15   0     2.210    10.680   323.180     3.442   301.335
2006   5  22  18   0     2.120    10.190   327.240     5.968   305.314
2006   5  22  21   0     2.030     9.920   327.550     6.051   305.923
2006   5  23   0   0     1.960     9.430   329.830     4.694   280.185
2006   5  23   3   0     1.970     8.970   330.340     5.271   286.647
2006   5  23   6   0     2.050     8.350   317.510     4.550   291.942
2006   5  23   9   0     2.130     8.120   316.180     5.083   301.157
2006   5  23  12   0     2.160    10.800   327.190     4.374   296.624
2006   5  23  15   0     2.060     7.750   296.120     3.680   269.533
2006   5  23  18   0     1.910     7.720   297.830     4.034   231.340
2006   5  23  21   0     1.760     7.670   302.930     4.633   198.631
2006   5  24   0   0     1.650     7.560   309.270     6.390   201.868
2006   5  24   3   0     1.550     7.420   315.740     5.547   177.210
2006   5  24   6   0     1.450     7.340   322.710     5.101   161.245
2006   5  24   9   0     1.440     7.420   330.970     8.108   149.133
2006   5  24  12   0     1.530     4.700   168.660    10.793   136.201
2006   5  24  15   0     1.610     5.220   170.000     8.830   141.806
2006   5  24  18   0     1.560     5.780   191.740     7.072   135.917
2006   5  24  21   0     1.470     5.810   196.210     4.086   145.065
2006   5  25   0   0     1.410     6.710   241.240     4.452   173.162
2006   5  25   3   0     1.430    10.550   264.590     3.899   195.320
2006   5  25   6   0     1.480     7.280   230.760     2.859   156.933
2006   5  25   9   0     1.510     7.360   214.740     1.172    98.337
2006   5  25  12   0     1.490     7.360   212.270     1.358   166.373
2006   5  25  15   0     1.430     7.330   217.080     1.412    74.389
2006   5  25  18   0     1.350     7.320   232.650     1.824    11.063
2006   5  25  21   0     1.270     7.370   276.000     4.164    26.073
2006   5  26   0   0     1.200     7.480   310.110     5.902    10.644
2006   5  26   3   0     1.130     7.630   325.680     2.864   337.195
2006   5  26   6   0     1.110     7.760   334.210     3.786    22.026
2006   5  26   9   0     1.120     7.760   336.920     6.271    33.487
2006   5  26  12   0     1.160     7.650   336.010     5.085    51.147
2006   5  26  15   0     1.220     7.510   336.480     6.684    61.786
2006   5  26  18   0     1.320     7.500   340.430     5.673    71.501
2006   5  26  21   0     1.450     7.600   344.540     6.186    71.038
2006   5  27   0   0     1.520     7.720   347.480     7.691    66.068
2006   5  27   3   0     1.510     7.750   349.770     7.771    68.089
2006   5  27   6   0     1.440     7.680   351.830     7.181    79.488
2006   5  27   9   0     1.290     7.470   353.280     4.873    88.001
2006   5  27  12   0     1.190     7.220   353.840     7.169   132.569
2006   5  27  15   0     1.400     4.500   150.940    10.924   120.838
2006   5  27  18   0     1.660     5.250   158.220    11.547   122.947
2006   5  27  21   0     1.680     5.620   174.950     8.507   107.583
2006   5  28   0   0     1.670     5.640   166.420     6.544   103.973
2006   5  28   3   0     1.660     5.710   127.040     5.293   132.856
2006   5  28   6   0     1.650     5.910    56.970     6.315   112.829
2006   5  28   9   0     1.840     6.220    30.850     8.048    54.355
2006   5  28  12   0     2.020     6.270    28.170     8.985    28.448
2006   5  28  15   0     2.030     6.260    25.220     8.639    14.068
2006   5  28  18   0     2.000     6.130    23.500     9.666     6.713
2006   5  28  21   0     1.920     5.950    23.960     9.512     5.369
2006   5  29   0   0     1.800     5.750    16.500     8.260   359.792
2006   5  29   3   0     1.680     5.580    17.610     6.888   354.836
2006   5  29   6   0     1.640    10.030   254.490     7.831   358.976
2006   5  29   9   0     1.650    10.050   254.010     8.047   357.650
2006   5  29  12   0     1.680    10.150   254.050     7.638     2.626
2006   5  29  15   0     1.790    10.150   254.840     5.840   354.202
2006   5  29  18   0     1.920    10.080   256.400     6.265    12.350
2006   5  29  21   0     2.020     8.200   299.640     8.956    23.073
2006   5  30   0   0     2.090     8.920   285.150     9.710    21.571
2006   5  30   3   0     2.130     9.060   296.080     9.437    20.663
2006   5  30   6   0     2.140     9.010   303.770    10.276    11.222
2006   5  30   9   0     2.280     5.930   349.370    10.386    12.230
2006   5  30  12   0     2.570     7.280   334.140    11.999    15.716
2006   5  30  15   0     2.670     7.590   340.220    11.021    22.120
2006   5  30  18   0     2.680     7.530   348.100     9.409    21.903
2006   5  30  21   0     2.730     7.490   353.980    11.020    16.067
2006   5  31   0   0     2.620     7.540   357.370    11.021    17.695
2006   5  31   3   0     2.480     7.590     0.220     8.416     9.093
2006   5  31   6   0     2.400     7.620     3.280     8.472     1.150
2006   5  31   9   0     2.370     7.610     6.490     9.626     2.024
2006   5  31  12   0     2.300     7.660     9.340     9.774     9.482
2006   5  31  15   0     2.170     7.660    10.960     8.302     9.848
2006   5  31  18   0     2.020     7.590    11.800     7.771    13.696
2006   5  31  21   0     1.870     7.500    12.100     8.104    25.901
2006   6   1   0   0     1.720     7.390    12.120     3.115   105.642
2006   6   1   3   0     1.560     7.290    12.030     4.036    53.158
2006   6   1   6   0     1.400     7.170    11.220     2.145    69.538
2006   6   1   9   0     1.250     6.990    11.440     1.252   135.324
2006   6   1  12   0     1.080     6.890    10.390     2.835   194.085
2006   6   1  15   0     1.200    10.790   273.580     7.221   200.593
2006   6   1  18   0     1.470     4.460   230.540    11.936   203.085
2006   6   1  21   0     1.680     5.360   242.860    10.753   220.965
2006   6   2   0   0     1.690     6.620   274.540     8.321   240.323
2006   6   2   3   0     1.700     7.230   271.190     6.250   263.478
2006   6   2   6   0     1.860     7.330   265.400     8.575   244.511
2006   6   2   9   0     2.270     6.960   259.470    12.874   240.548
2006   6   2  12   0     2.540     7.570   263.900    10.171   249.391
2006   6   2  15   0     2.670     8.000   267.150     9.502   264.625
2006   6   2  18   0     2.820     8.370   266.940    10.402   250.572
2006   6   2  21   0     3.010     8.410   266.850    11.367   257.553
2006   6   3   0   0     3.140     8.690   271.240     9.892   251.492
2006   6   3   3   0     3.130     8.870   272.110     9.921   277.763
2006   6   3   6   0     3.170     8.660   275.550    11.219   287.320
2006   6   3   9   0     3.310     8.400   281.050    11.920   295.705
2006   6   3  12   0     3.370     8.360   285.990    10.753   300.452
2006   6   3  15   0     3.450     8.470   291.630    11.075   303.360
2006   6   3  18   0     3.690     9.110   295.090     9.802   303.431
2006   6   3  21   0     3.700     9.280   302.410     9.261   311.366
2006   6   4   0   0     3.460     9.240   307.090     7.350   319.635
2006   6   4   3   0     3.160     9.050   310.440     6.962   321.649
2006   6   4   6   0     2.880     8.900   311.990     6.012   322.501
2006   6   4   9   0     2.630     8.590   312.540     5.685   337.450
2006   6   4  12   0     2.420     8.250   315.200     4.876   339.595
2006   6   4  15   0     2.250     8.080   317.710     4.305   329.265
2006   6   4  18   0     2.090     7.810   326.600     4.973   353.418
2006   6   4  21   0     1.950     7.570   329.110     6.206     9.553
2006   6   5   0   0     1.810     7.450   331.090     5.385    12.875
2006   6   5   3   0     1.670     7.330   332.210     4.620    18.160
2006   6   5   6   0     1.540     7.030   335.480     4.777    25.546
2006   6   5   9   0     1.420     6.900   336.690     5.895    27.478
2006   6   5  12   0     1.290     6.860   338.320     4.753    43.466
2006   6   5  15   0     1.180     6.920   340.880     3.744    35.982
2006   6   5  18   0     1.090     7.260   335.230     3.853    40.263
2006   6   5  21   0     1.030     7.240   332.110     5.390    43.647
2006   6   6   0   0     0.970     6.990   351.640     3.757    35.467
2006   6   6   3   0     0.910     6.800   352.690     2.386    22.158
2006   6   6   6   0     0.840     6.770   352.880     2.453   298.760
2006   6   6   9   0     0.760     6.850   350.830     1.853   248.141
2006   6   6  12   0     0.710     7.490   328.770     4.712   220.179
2006   6   6  15   0     0.790     7.670   338.750     5.887   212.232
2006   6   6  18   0     0.950     7.680   343.580     8.504   210.062
2006   6   6  21   0     1.010     5.270   256.730     7.734   215.581
2006   6   7   0   0     0.940     5.460   258.630     4.554   225.890
2006   6   7   3   0     0.830     4.840   244.430     2.987   277.696
2006   6   7   6   0     0.750     8.180   340.770     4.325   309.653
2006   6   7   9   0     0.740     8.110   327.530     4.298   321.423
2006   6   7  12   0     0.780     7.940   318.420     3.376   317.281
2006   6   7  15   0     0.840     7.420   295.360     2.496   314.838
2006   6   7  18   0     0.880     7.340   292.400     2.690   256.894
2006   6   7  21   0     0.900     7.400   290.890     2.325   252.734
2006   6   8   0   0     0.900     7.380   289.730     3.751   212.038
2006   6   8   3   0     0.890     7.330   288.470     4.598   217.667
2006   6   8   6   0     0.940     7.370   287.480     7.272   213.275
2006   6   8   9   0     1.090     7.600   286.850     8.597   221.888
2006   6   8  12   0     1.200     4.350   229.680     8.378   208.676
2006   6   8  15   0     1.330     6.810   281.110     7.480   218.050
2006   6   8  18   0     1.470     7.000   278.430     9.035   208.636
2006   6   8  21   0     1.580     7.270   281.290     8.964   221.246
2006   6   9   0   0     1.730     9.440   289.020     8.242   223.083
2006   6   9   3   0     1.820     9.820   286.530     5.964   230.170
2006   6   9   6   0     1.780     9.710   282.720     5.713   225.000
2006   6   9   9   0     1.690     9.350   278.840     4.454   230.557
2006   6   9  12   0     1.580     9.240   275.690     4.361   215.950
2006   6   9  15   0     1.480     9.240   272.950     2.293   222.879
2006   6   9  18   0     1.390     9.230   270.900     1.307   209.310
2006   6   9  21   0     1.300     9.170   269.520     3.035    84.327
2006   6  10   0   0     1.190     9.090   268.690     4.715    71.450
2006   6  10   3   0     1.110     9.040   268.270     4.709    72.450
2006   6  10   6   0     1.100     9.010   268.000     5.551    64.727
2006   6  10   9   0     1.130     9.030   267.780     6.811    60.537
2006   6  10  12   0     1.110     9.070   267.740     5.319    62.086
2006   6  10  15   0     1.030     9.090   267.970     4.189    69.748
2006   6  10  18   0     0.920     9.090   268.460     3.005   210.833
2006   6  10  21   0     0.820     9.080   269.210     5.246   200.300
